is_tested,gender,age,wage,region,date,type
Yes,Male,31-50,less than IDR 3 million,North Jakarta,2020-10-05,pcr
No,Female,50+,less than IDR 3 million,North Jakarta,2020-10-05,pcr
No,Male,50+,IDR 3-5 million,East Jakarta,2020-10-05,pcr
No,Male,31-50,IDR 10-25 million,South Jakarta,2020-10-05,pcr
Yes,Male,31-50,IDR 10-25 million,East Jakarta,2020-10-05,pcr
Yes,Male,18-34,IDR 3-5 million,Central Jakarta,2020-10-05,pcr
Yes,Male,18-34,IDR 5-10 million,South Jakarta,2020-10-05,pcr
Yes,Female,50+,IDR 3-5 million,West Jakarta,2020-10-05,pcr
Yes,Female,18-34,more than IDR 25 million,West Jakarta,2020-10-05,pcr
Yes,Female,18-34,less than IDR 3 million,Central Jakarta,2020-10-05,pcr
Yes,Female,31-50,IDR 10-25 million,East Jakarta,2020-10-06,pcr
No,Male,31-50,IDR 5-10 million,West Jakarta,2020-10-06,pcr
No,Female,18-34,IDR 10-25 million,North Jakarta,2020-10-06,pcr
No,Female,31-50,IDR 3-5 million,Central Jakarta,2020-10-06,pcr
Yes,Male,50+,more than IDR 25 million,East Jakarta,2020-10-06,pcr
No,Female,50+,IDR 10-25 million,Central Jakarta,2020-10-06,pcr
No,Female,50+,less than IDR 3 million,South Jakarta,2020-10-06,pcr
Yes,Male,50+,more than IDR 25 million,West Jakarta,2020-10-06,pcr
Yes,Male,50+,IDR 5-10 million,West Jakarta,2020-10-06,pcr
Yes,Male,50+,IDR 10-25 million,Central Jakarta,2020-10-06,pcr
Yes,Male,18-34,less than IDR 3 million,North Jakarta,2020-10-06,pcr
Yes,Male,31-50,IDR 10-25 million,North Jakarta,2020-10-06,pcr
No,Female,18-34,IDR 3-5 million,North Jakarta,2020-10-06,pcr
Yes,Female,18-34,more than IDR 25 million,South Jakarta,2020-11-05,pcr
Yes,Female,50+,less than IDR 3 million,South Jakarta,2020-11-05,pcr
Yes,Male,18-34,IDR 5-10 million,North Jakarta,2020-11-05,pcr
No,Male,18-34,more than IDR 25 million,Central Jakarta,2020-11-05,pcr
No,Male,50+,more than IDR 25 million,North Jakarta,2020-11-05,pcr
No,Female,50+,less than IDR 3 million,Central Jakarta,2020-11-05,pcr
Yes,Male,50+,IDR 3-5 million,West Jakarta,2020-11-05,pcr
No,Male,50+,more than IDR 25 million,West Jakarta,2020-11-05,pcr
No,Male,31-50,IDR 3-5 million,South Jakarta,2020-11-05,pcr
Yes,Female,50+,IDR 3-5 million,South Jakarta,2020-11-05,pcr
No,Male,31-50,IDR 3-5 million,Central Jakarta,2020-11-05,pcr
Yes,Male,18-34,IDR 3-5 million,North Jakarta,2020-11-05,pcr
Yes,Female,50+,IDR 10-25 million,South Jakarta,2020-11-05,pcr
No,Female,18-34,more than IDR 25 million,East Jakarta,2020-11-05,pcr
No,Male,18-34,IDR 10-25 million,North Jakarta,2020-11-05,pcr
No,Male,18-34,IDR 5-10 million,East Jakarta,2020-11-05,pcr
No,Female,18-34,IDR 5-10 million,Central Jakarta,2020-11-05,pcr
Yes,Male,50+,IDR 10-25 million,South Jakarta,2020-11-05,pcr
Yes,Female,18-34,less than IDR 3 million,South Jakarta,2020-11-05,pcr
No,Female,18-34,IDR 3-5 million,East Jakarta,2020-11-05,pcr
No,Female,50+,more than IDR 25 million,East Jakarta,2020-11-05,pcr
No,Male,50+,IDR 3-5 million,East Jakarta,2020-11-06,pcr
No,Male,18-34,IDR 3-5 million,North Jakarta,2020-11-06,pcr
No,Female,50+,IDR 3-5 million,North Jakarta,2020-11-06,pcr
Yes,Male,18-34,less than IDR 3 million,East Jakarta,2020-11-06,pcr
Yes,Male,50+,IDR 5-10 million,Central Jakarta,2020-11-06,pcr
Yes,Female,18-34,IDR 3-5 million,Central Jakarta,2020-11-06,pcr
Yes,Male,50+,IDR 5-10 million,West Jakarta,2020-11-06,pcr
No,Female,18-34,IDR 3-5 million,West Jakarta,2020-11-06,pcr
Yes,Male,18-34,less than IDR 3 million,Central Jakarta,2020-11-06,pcr
Yes,Male,18-34,less than IDR 3 million,North Jakarta,2020-11-06,pcr
No,Male,50+,IDR 5-10 million,North Jakarta,2020-11-06,pcr
Yes,Female,18-34,IDR 5-10 million,Central Jakarta,2020-11-06,pcr
Yes,Female,18-34,less than IDR 3 million,West Jakarta,2020-12-05,pcr
Yes,Male,31-50,IDR 3-5 million,North Jakarta,2020-12-05,pcr
Yes,Female,31-50,more than IDR 25 million,South Jakarta,2020-12-05,pcr
Yes,Female,18-34,IDR 10-25 million,Central Jakarta,2020-12-05,pcr
No,Male,31-50,more than IDR 25 million,South Jakarta,2020-12-05,pcr
No,Male,50+,more than IDR 25 million,West Jakarta,2020-12-05,pcr
No,Male,31-50,IDR 3-5 million,South Jakarta,2020-12-05,pcr
Yes,Male,50+,IDR 10-25 million,East Jakarta,2020-12-05,pcr
No,Male,18-34,IDR 5-10 million,North Jakarta,2020-12-05,pcr
No,Female,50+,IDR 10-25 million,South Jakarta,2020-12-05,pcr
No,Female,50+,IDR 3-5 million,South Jakarta,2020-12-05,pcr
No,Male,18-34,IDR 5-10 million,West Jakarta,2020-12-05,pcr
No,Female,31-50,IDR 3-5 million,West Jakarta,2020-12-05,pcr
No,Female,31-50,more than IDR 25 million,North Jakarta,2020-12-05,pcr
Yes,Female,31-50,less than IDR 3 million,Central Jakarta,2020-12-05,pcr
Yes,Male,31-50,IDR 5-10 million,North Jakarta,2020-12-05,pcr
Yes,Female,50+,IDR 5-10 million,Central Jakarta,2020-12-05,pcr
No,Male,18-34,IDR 10-25 million,Central Jakarta,2020-12-05,pcr
No,Female,50+,IDR 5-10 million,West Jakarta,2020-12-05,pcr
No,Male,31-50,more than IDR 25 million,West Jakarta,2020-12-05,pcr
No,Female,50+,IDR 5-10 million,South Jakarta,2020-12-05,pcr
Yes,Male,50+,IDR 5-10 million,West Jakarta,2020-12-06,pcr
Yes,Male,50+,IDR 3-5 million,North Jakarta,2020-12-06,pcr
Yes,Female,18-34,IDR 10-25 million,West Jakarta,2020-12-06,pcr
Yes,Male,31-50,less than IDR 3 million,East Jakarta,2020-12-06,pcr
Yes,Male,18-34,less than IDR 3 million,South Jakarta,2020-12-06,pcr
Yes,Male,18-34,IDR 10-25 million,Central Jakarta,2020-12-06,pcr
Yes,Female,31-50,IDR 10-25 million,South Jakarta,2020-12-06,pcr
No,Male,50+,IDR 10-25 million,Central Jakarta,2020-12-06,pcr
No,Female,31-50,IDR 10-25 million,South Jakarta,2020-12-06,pcr
No,Male,31-50,IDR 10-25 million,North Jakarta,2020-12-06,pcr
No,Male,18-34,IDR 5-10 million,North Jakarta,2020-12-06,pcr
No,Male,18-34,IDR 3-5 million,North Jakarta,2020-12-06,pcr
No,Male,50+,less than IDR 3 million,East Jakarta,2020-12-06,pcr
No,Female,31-50,more than IDR 25 million,South Jakarta,2020-12-06,pcr
